opcode,flags,id,customer,filename,save_path,timestamp,latitude,longitude,relative_altitude,gimbal_roll_degree,gimbal_yaw_degree,gimbal_pitch_degree,flight_roll_degree,flight_yaw_degree,flight_pitch_degree,central_temperature,modify_date,emmisivity,object_distance_m,reflected_apparent_temperature_c,athmospheric_temperature_c,ir_window_temperature_c,ir_window_transmission,relative_humidity_percent,planck_r1,planck_b,planck_f,athmospheric_trans_alpha_1,athmospheric_trans_alpha_2,athmospheric_trans_beta_1,athmospheric_trans_beta_2,athmospheric_trans_x,camera_temperature_range_max_c,camera_temperature_range_min_c,camera_temperature_max_clip_c,camera_temperature_min_clip_c,camera_temperature_max_warn_c,camera_temperature_min_warn_c,camera_temperature_max_saturated_c,camera_temperature_min_saturated_c
I,N, 0,esp_test_customer50,esp_test_filename.jpg,/data/notebooks/VA_embedded/hotspot_detection/images/esp_test_customer50/,100,50.039708,8.251572,16.100000,0.000000,77.800003,-33.000000,-0.300000,76.599998,-1.300000,9.000000,2020:12:10 10:04:29,1.000000,20.000000,22.000000,22.000000,22.000000,1.000000,50.000000,17096.453000,1442.280000,1.000000,0.006569,0.012620,-0.002276,-0.006670,1.900000,135.000000,-25.000000,150.000000,-60.000000,135.000000,-25.000000,150.000000,-60.000000
